task id,run #,ensemble_5000,ensemble_70
190137,12,0.9313815789473684,0.9318421052631578
359960,0,0.9999900667514304,1.0
168784,1,0.9489401934515967,0.9611406838485728
359975,6,0.9965505804311776,0.9996019900497513
359968,13,0.9322154244998722,0.9336272591418356
359958,12,0.9358723958333331,0.9580078125
359962,11,0.8436543848308554,0.8450333979745744
359968,15,0.9331401349086434,0.928805554867527
359960,9,1.0,1.0
359975,7,0.9923051409618574,0.9961525704809288
190411,8,0.9272778192681106,0.9294794000497884
190411,3,0.9344193427931292,0.9342559746079162
168784,8,0.972968129029492,0.9750298023030072
359974,5,0.7954822393684756,0.7790976741650939
359974,9,0.8644851888488656,0.8808343360840877
359968,3,0.9267579818195328,0.9212427447386452
359958,0,0.9246961805555556,0.9357638888888888
2073,17,0.8634848322749896,0.8631587143636941
190137,0,0.8858552631578948,0.9376973684210528
