task_id,seed,weighted_ensemble,individual
146820,16,0.9896694214876032,0.9865702479338844
168784,19,0.7969151670951157,0.794344473007712
168911,16,0.8425460636515912,0.8274706867671692
359956,6,0.909952606635071,0.9004739336492891
168350,4,0.9195189639222942,0.9287696577243292
190411,20,0.8686746987951808,0.8650602409638555
359959,7,0.559322033898305,0.5254237288135594
359965,3,0.990625,0.9890625
190411,10,0.8493975903614458,0.8578313253012049
359972,5,0.935609756097561,0.933658536585366
190146,6,0.8470588235294118,0.8235294117647058
359956,5,0.8672985781990521,0.8625592417061612
359968,3,0.969,0.963
168350,1,0.913968547641073,0.912118408880666
190411,8,0.8759036144578313,0.863855421686747
190146,17,0.8058823529411765,0.8058823529411765
359955,8,0.7933333333333333,0.78
146818,14,0.8695652173913043,0.8985507246376812
190137,17,0.9447731755424064,0.9428007889546351
146820,15,0.9907024793388428,0.9855371900826446
359965,10,0.9875,0.9890625
168784,3,0.794344473007712,0.8071979434447301
146820,17,0.9927685950413224,0.9948347107438016
359964,6,0.9764890282131662,0.9717868338557992
190411,18,0.8734939759036144,0.8722891566265061
359963,0,0.9372294372294372,0.9523809523809524
168784,4,0.8020565552699229,0.8174807197943444
168350,14,0.9111933395004626,0.9232192414431082
359957,8,0.976851851851852,0.9629629629629628
146820,4,0.9855371900826446,0.984504132231405
168911,2,0.8291457286432161,0.8257956448911222
359959,6,0.5627118644067797,0.5694915254237288
359958,5,0.9178082191780822,0.9315068493150684
190146,18,0.8588235294117647,0.8588235294117647
359972,19,0.9541463414634146,0.9629268292682926
146818,2,0.8985507246376812,0.8840579710144928
359971,16,0.9701492537313432,0.9710538218000904
359971,20,0.966078697421981,0.969244685662596
190411,19,0.8481927710843373,0.8493975903614458
168911,8,0.8492462311557789,0.8525963149078727
359971,18,0.9755766621438264,0.9751243781094528
168911,10,0.8207705192629816,0.8174204355108877
168757,7,0.765,0.775
190137,5,0.9388560157790928,0.921104536489152
359975,0,0.9941176470588236,0.9941176470588236
359956,1,0.90521327014218,0.90521327014218
190146,13,0.7941176470588235,0.8352941176470589
359972,17,0.9736585365853658,0.9707317073170731
359974,14,0.6959183673469388,0.6948979591836735
359975,15,0.9950980392156864,0.992156862745098
190146,0,0.8470588235294118,0.8176470588235294
168757,1,0.755,0.77
359964,2,0.9670846394984326,0.95141065830721
359956,20,0.8957345971563981,0.8815165876777251
168784,1,0.7866323907455013,0.7892030848329049
359971,10,0.9778380823156942,0.9769335142469472
359974,9,0.6877551020408164,0.6836734693877551
359972,18,0.9619512195121952,0.9590243902439024
2073,9,0.6296296296296297,0.6127946127946128
359971,17,0.9782903663500678,0.973767526006332
359974,4,0.7040816326530612,0.7020408163265306
190411,5,0.8626506024096385,0.8614457831325302
146820,0,0.9834710743801652,0.9762396694214877
190137,11,0.95069033530572,0.9447731755424064
359964,20,0.9670846394984326,0.9561128526645768
359968,7,0.963,0.957
168911,4,0.8408710217755444,0.8341708542713567
168784,20,0.7686375321336761,0.7686375321336761
146818,10,0.8478260869565217,0.8260869565217391
359965,7,0.99375,0.9921875
359957,9,0.949074074074074,0.9305555555555556
359971,2,0.9724106739032112,0.971506105834464
168784,11,0.8174807197943444,0.8097686375321337
359963,11,0.935064935064935,0.9372294372294372
359962,3,0.8767772511848341,0.8720379146919431
168784,14,0.7917737789203085,0.8380462724935732
359962,17,0.8720379146919431,0.8625592417061612
190137,15,0.9428007889546351,0.9487179487179488
359974,19,0.736734693877551,0.6979591836734694
190411,14,0.8710843373493976,0.8662650602409638
190137,18,0.9349112426035504,0.9250493096646942
359963,8,0.9307359307359307,0.9329004329004328
359974,7,0.7,0.6948979591836735
359965,5,0.9921875,0.99375
359968,12,0.957,0.949
359958,11,0.910958904109589,0.910958904109589
359974,20,0.6877551020408164,0.6826530612244898
359974,5,0.6673469387755102,0.673469387755102
359958,20,0.9006849315068494,0.9006849315068494
168911,5,0.8425460636515912,0.8408710217755444
146818,5,0.8695652173913043,0.8840579710144928
190146,20,0.8411764705882353,0.8
